fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,observer,observer_other,date,location,start_time,end_time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
b45745d8-50c3-4b19-86f9-6dcdbf09c933,2022-05-26 20:58:02 EDT,2022-05-26 21:17:17 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 08:51:56 EDT,2022-05-27 08:51:56 EDT,1,create,,,,41.568282418923246,-80.45151720762294,POINT (-80.45151720762294 41.568282418923246),Shane Robertson,,2022-05-26,Wood Lab Pond,20:58,21:17,378.37954334076494,4.461492094353148,6.002294206899513,0.0,-1.0
ab650c75-134c-4da1-8c84-3a0546637835,2022-05-26 20:57:16 EDT,2022-05-26 21:17:08 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 17:20:30 EDT,2022-05-27 17:20:30 EDT,1,create,,,,41.568255365686234,-80.4516006971063,POINT (-80.4516006971063 41.568255365686234),Brandon Hoenig,,2022-05-26,Wood Lab Pond,20:57,21:17,383.309532715939,4.6961968377870456,3.430783043788661,0.0,-1.0
42d6e420-a94d-40fc-bd29-9f71a78c5314,2022-05-26 20:57:30 EDT,2022-05-26 21:17:13 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 19:25:40 EDT,2022-05-27 19:25:40 EDT,1,create,,,,41.568156983742085,-80.4518281762306,POINT (-80.4518281762306 41.568156983742085),Emily Jolly,,2022-05-26,Wood Lab Pond,20:57,21:17,377.4671287536621,22.294306716912168,32.0,0.9200000166893005,47.4609375
7720af50-573c-4fb3-bbaf-8179c2f780fc,2022-05-27 20:42:13 EDT,2022-05-27 20:56:57 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 10:23:23 EDT,2022-05-28 10:23:23 EDT,1,create,,,,41.5683470433965,-80.45136306442362,POINT (-80.45136306442362 41.5683470433965),Emily Jolly,,2022-05-27,Wood Lab Pond,20:43,,381.3589744567871,5.571035573246016,8.0,0.2800000011920929,123.75
b7141f5d-e059-4309-88ee-4b598ce67720,2022-05-27 20:43:14 EDT,2022-05-27 20:56:49 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 10:23:36 EDT,2022-05-28 10:23:36 EDT,1,create,,,,41.56831106341388,-80.45150236719223,POINT (-80.45150236719223 41.56831106341388),Brandon Hoenig,,2022-05-27,Wood Lab Pond,20:43,20:56,378.8186836261302,4.700980609809944,3.424225217327236,0.0,318.5513260609062
e8eee679-6518-480f-9395-980dd5e34496,2022-05-28 10:36:10 EDT,2022-05-28 10:47:39 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 12:28:49 EDT,2022-05-28 12:28:49 EDT,1,create,,,,41.56820807144212,-80.45145174495917,POINT (-80.45145174495917 41.56820807144212),Emily Jolly,,2022-05-28,Wood Lab Pond,10:36,10:47,371.3672752743587,4.408694936566117,8.001345880046586,0.0,-1.0
b45745d8-50c3-4b19-86f9-6dcdbf09c933,2022-05-26 20:58:02 EDT,2022-06-03 09:40:07 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 08:51:56 EDT,2022-06-03 09:40:09 EDT,2,update,,,,41.568282418923246,-80.45151720762294,POINT (-80.45151720762294 41.568282418923246),Shane Robertson,,2022-05-26,Wood Lab Pond,20:58,21:17,378.37954334076494,4.461492094353148,6.002294206899513,0.0,-1.0
c63b0e57-801f-4967-a001-22f449e7bb95,2022-06-03 20:59:46 EDT,2022-06-03 21:25:19 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-04 01:20:49 EDT,2022-06-04 01:20:49 EDT,1,create,,,,41.691071962612924,-80.5126124506502,POINT (-80.5126124506502 41.691071962612924),Brandon Hoenig,,2022-06-03,Phelps Pond,20:59,21:25,317.4168428685516,11.960824300225825,8.697606304656997,0.08622746169567108,-1.0
1004c317-9c0b-42f0-b25a-10fedccf40dd,2022-06-03 20:59:50 EDT,2022-06-03 21:25:25 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-04 01:34:46 EDT,2022-06-04 01:34:46 EDT,1,create,,,,41.690999977329454,-80.5126154144113,POINT (-80.5126154144113 41.690999977329454),Emily Jolly,,2022-06-03,Phelps Pond,20:59,21:25,314.1773338317871,6.64325071281589,6.0,0.0,0.0
563a3f65-d811-4a26-91c3-a1cc7dbe6cf1,2022-06-03 21:25:11 EDT,2022-06-03 21:26:41 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-06-04 19:46:18 EDT,2022-06-04 19:46:18 EDT,1,create,,,,41.69102830816237,-80.51273728728341,POINT (-80.51273728728341 41.69102830816237),,,2022-06-03,,20:57,21:26,315.74544910434633,4.635375475955018,6.000364884223946,0.0,-1.0
