fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,species_ves,species_ves_other,count_ves,comments_ves
c1d89746-e16f-4af6-92a3-39dfeadecc13,b45745d8-50c3-4b19-86f9-6dcdbf09c933,b45745d8-50c3-4b19-86f9-6dcdbf09c933,1,1,41.56795669816601,-80.45173471801024,POINT (-80.45173471801024 41.56795669816601),2022-05-26 21:04:38 EDT,2022-05-26 21:04:50 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
c6a5bee8-cd33-4726-8ad6-f12b8743f024,b45745d8-50c3-4b19-86f9-6dcdbf09c933,b45745d8-50c3-4b19-86f9-6dcdbf09c933,1,1,41.56824013222155,-80.45156724758488,POINT (-80.45156724758488 41.56824013222155),2022-05-26 21:09:57 EDT,2022-05-26 21:10:04 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
41223a0b-d535-4e28-9296-013a8800c1c9,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568140534944966,-80.45170193268005,POINT (-80.45170193268005 41.568140534944966),2022-05-26 20:58:48 EDT,2022-05-26 20:58:54 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
d7d637ce-ef2a-4c12-bd68-fb61cb1aaa58,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56826268623014,-80.45169949994555,POINT (-80.45169949994555 41.56826268623014),2022-05-26 20:59:40 EDT,2022-05-26 20:59:49 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
e620a53d-34b9-49bd-9e3a-d5c8bf805951,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568167495914125,-80.45186208582146,POINT (-80.45186208582146 41.568167495914125),2022-05-26 21:02:12 EDT,2022-05-26 21:02:17 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
feb073e2-da3a-4bcb-8300-a5221c08eaa7,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56849718016065,-80.45153849629419,POINT (-80.45153849629419 41.56849718016065),2022-05-26 21:05:31 EDT,2022-05-26 21:05:40 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,2,
119e4a07-dce8-4d7d-b7e8-44f43288ff9e,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568262636265814,-80.45167701278534,POINT (-80.45167701278534 41.568262636265814),2022-05-26 21:06:20 EDT,2022-05-26 21:06:25 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
1aaead8e-02f6-4f62-9dba-4600ac7419ca,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56834859359803,-80.45162539211573,POINT (-80.45162539211573 41.56834859359803),2022-05-26 21:07:55 EDT,2022-05-26 21:08:02 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
245057f1-885e-4e40-8aff-944738d90808,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568239614393626,-80.45153250417307,POINT (-80.45153250417307 41.568239614393626),2022-05-26 21:10:01 EDT,2022-05-26 21:10:08 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
e1e8274f-cfa1-4e1c-a7a7-44d9f77f003d,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56818769299407,-80.45150242295803,POINT (-80.45150242295803 41.56818769299407),2022-05-26 21:11:23 EDT,2022-05-26 21:11:27 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
