fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,location,species,capture_date,cmr_id,cmr_id_other,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
df3838e6-814c-4c39-92f5-483b75950e99,2022-05-04 17:20:17 UTC,2022-05-04 17:20:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:24:12 UTC,2022-05-04 17:24:12 UTC,1,create,,,,41.62196009788368,-80.45434272000684,POINT (-80.45434272000684 41.62196009788368),9009dc05-97a9-4eb1-b5c5-99102c87af0a,,,2022-05-04,,,310.81839137058705,5.4490318389571115,2.783806640326813,0.26542869976435124,-1.0
09ac9d5e-d6f3-40ef-90fc-415c42b79035,2022-05-04 17:29:07 UTC,2022-05-04 17:29:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:31:53 UTC,2022-05-04 17:31:53 UTC,1,create,,,,41.6219496637869,-80.4545879044989,POINT (-80.4545879044989 41.6219496637869),ba702412-e7ea-4e59-8244-6a7de4d6d55f,,,2022-05-04,,,314.15130615234375,35.0,3.479907274246216,-1.0,-1.0
09ac9d5e-d6f3-40ef-90fc-415c42b79035,2022-05-04 17:29:07 UTC,2022-05-04 17:29:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:31:53 UTC,2022-05-04 17:33:10 UTC,2,delete,,,,41.6219496637869,-80.4545879044989,POINT (-80.4545879044989 41.6219496637869),81ea7dba-96e8-46b6-b74e-c856e7624eb2,,,2022-05-04,,,314.15130615234375,35.0,3.479907274246216,-1.0,-1.0
df3838e6-814c-4c39-92f5-483b75950e99,2022-05-04 17:20:17 UTC,2022-05-04 17:20:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:24:12 UTC,2022-05-04 17:33:13 UTC,2,delete,,,,41.62196009788368,-80.45434272000684,POINT (-80.45434272000684 41.62196009788368),561a92db-8358-4e71-ac0b-c18d4291f2a8,,,2022-05-04,,,310.81839137058705,5.4490318389571115,2.783806640326813,0.26542869976435124,-1.0
63f99fee-b084-4156-94cc-d1bc21ca8f84,2022-05-04 17:37:31 UTC,2022-05-04 17:37:52 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:39:20 UTC,2022-05-04 17:39:20 UTC,1,create,,,,41.62193519186799,-80.45435674693576,POINT (-80.45435674693576 41.62193519186799),dc5190b2-9bd9-49fd-b652-7f503236b8d8,,,2022-05-04,,,310.5344137074426,5.1499375644311485,2.7023471492851945,0.0,254.89816228445767
bcbe47cf-4258-4fea-8262-d40875463aed,2022-05-04 17:38:23 UTC,2022-05-04 17:38:30 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:39:21 UTC,2022-05-04 17:39:21 UTC,1,create,,,,41.6219614961827,-80.45429151634359,POINT (-80.45429151634359 41.6219614961827),dc5190b2-9bd9-49fd-b652-7f503236b8d8,,,2022-05-04,,,310.98685583192855,5.653636110805964,2.4575919888790376,0.0,265.20721904193
c1dbb01a-7812-4964-b4cb-3c37559f62ee,2022-05-04 17:38:58 UTC,2022-05-04 17:39:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:39:21 UTC,2022-05-04 17:39:21 UTC,1,create,,,,41.62194060301011,-80.45436963688553,POINT (-80.45436963688553 41.62194060301011),dc5190b2-9bd9-49fd-b652-7f503236b8d8,,,2022-05-04,,,310.71993004065007,6.280479350677353,2.0225159895978777,0.0,72.40317103210067
acce3415-fa63-47c9-a110-ffd9c4a5b1a4,2022-05-04 17:40:43 UTC,2022-05-04 17:40:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:41:43 UTC,2022-05-04 17:41:43 UTC,1,create,,,,41.621956211441585,-80.45426912181306,POINT (-80.45426912181306 41.621956211441585),4f8f1a02-f5b0-46d6-a8a8-a427823c558a,,,2022-05-04,,,310.88335828017443,4.994751804475565,2.9794280398218915,0.0,226.55219523366495
caf3adf6-31e6-44fe-a658-f417350dd810,2022-05-04 17:41:20 UTC,2022-05-04 17:41:25 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:41:44 UTC,2022-05-04 17:41:44 UTC,1,create,,,,41.62197337847666,-80.45420189716418,POINT (-80.45420189716418 41.62197337847666),4f8f1a02-f5b0-46d6-a8a8-a427823c558a,,,2022-05-04,,,310.90414254553616,5.063408345946129,2.8611943231790327,0.0,-1.0
caf3adf6-31e6-44fe-a658-f417350dd810,2022-05-04 17:41:20 UTC,2022-05-04 17:41:25 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:41:44 UTC,2022-05-04 17:46:19 UTC,2,delete,,,,41.62197337847666,-80.45420189716418,POINT (-80.45420189716418 41.62197337847666),0834a45e-1a9f-4d8e-b748-5d079460c77d,,,2022-05-04,,,310.90414254553616,5.063408345946129,2.8611943231790327,0.0,-1.0
63f99fee-b084-4156-94cc-d1bc21ca8f84,2022-05-04 17:37:31 UTC,2022-05-04 17:37:52 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:39:20 UTC,2022-05-04 17:46:23 UTC,2,delete,,,,41.62193519186799,-80.45435674693576,POINT (-80.45435674693576 41.62193519186799),a08193ba-bd7d-4589-ad45-9a60dcffd4e0,,,2022-05-04,,,310.5344137074426,5.1499375644311485,2.7023471492851945,0.0,254.89816228445767
bcbe47cf-4258-4fea-8262-d40875463aed,2022-05-04 17:38:23 UTC,2022-05-04 17:38:30 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:39:21 UTC,2022-05-04 17:46:25 UTC,2,delete,,,,41.6219614961827,-80.45429151634359,POINT (-80.45429151634359 41.6219614961827),1cd35982-71f4-4273-99f9-cdd145fc8cd1,,,2022-05-04,,,310.98685583192855,5.653636110805964,2.4575919888790376,0.0,265.20721904193
c1dbb01a-7812-4964-b4cb-3c37559f62ee,2022-05-04 17:38:58 UTC,2022-05-04 17:39:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:39:21 UTC,2022-05-04 17:46:28 UTC,2,delete,,,,41.62194060301011,-80.45436963688553,POINT (-80.45436963688553 41.62194060301011),829925f7-0b92-4fc5-a1d0-326d66c22bb9,,,2022-05-04,,,310.71993004065007,6.280479350677353,2.0225159895978777,0.0,72.40317103210067
acce3415-fa63-47c9-a110-ffd9c4a5b1a4,2022-05-04 17:40:43 UTC,2022-05-04 17:40:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-04 17:41:43 UTC,2022-05-04 17:46:31 UTC,2,delete,,,,41.621956211441585,-80.45426912181306,POINT (-80.45426912181306 41.621956211441585),248427bc-9dc2-428d-a2e1-50a1fec6dd48,,,2022-05-04,,,310.88335828017443,4.994751804475565,2.9794280398218915,0.0,226.55219523366495
9c68adc1-45dc-4600-99cf-96a5728b6e8e,2022-05-04 19:35:28 UTC,2022-05-04 19:35:37 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-05 16:11:30 UTC,2022-05-05 16:11:30 UTC,1,create,,,,41.5708753,-80.4558144,POINT (-80.4558144 41.5708753),bb2d570d-2ad3-40fb-a547-8d1202e31a4f,,,2022-05-04,,,353.75429538032864,11.225,,,0.0
9c68adc1-45dc-4600-99cf-96a5728b6e8e,2022-05-04 19:35:28 UTC,2022-05-04 19:35:37 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-05 16:11:30 UTC,2022-05-05 16:42:31 UTC,2,delete,,,,41.5708753,-80.4558144,POINT (-80.4558144 41.5708753),40f3d424-8f34-41b5-bc15-b5013c3b9a7c,,,2022-05-04,,,353.75429538032864,11.225,,,0.0
78690712-b6ca-449e-b056-8b7cced70efc,2022-05-05 17:02:56 UTC,2022-05-05 17:03:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-10 16:28:42 UTC,2022-05-10 16:28:42 UTC,1,create,,,,41.62197618271828,-80.45438083114375,POINT (-80.45438083114375 41.62197618271828),0047cf58-823c-4795-90a1-1da8f176a975,,,2022-05-05,,,310.84739709366113,8.247399028456549,0.9955418807087746,0.33152035915682737,-1.0
78690712-b6ca-449e-b056-8b7cced70efc,2022-05-05 17:02:56 UTC,2022-05-05 17:03:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-10 16:28:42 UTC,2022-05-10 16:29:09 UTC,2,delete,,,,41.62197618271828,-80.45438083114375,POINT (-80.45438083114375 41.62197618271828),be3f7b54-f05b-4b82-9764-4e8755578c47,,,2022-05-05,,,310.84739709366113,8.247399028456549,0.9955418807087746,0.33152035915682737,-1.0
9278a4a4-7e7e-4b2c-925b-8fe6459369e4,2022-05-18 23:16:38 UTC,2022-05-18 23:16:44 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 23:17:43 UTC,2022-05-18 23:17:43 UTC,1,create,,,,41.62175141812366,-80.45466931725682,POINT (-80.45466931725682 41.62175141812366),09c643f8-33c0-43c6-a463-7111b24f3496,Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.43372893333435,5.028962677969819,2.921313303357835,0.0,-1.0
