fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,species_ves,species_ves_other,count_ves,comments_ves
c1d89746-e16f-4af6-92a3-39dfeadecc13,b45745d8-50c3-4b19-86f9-6dcdbf09c933,b45745d8-50c3-4b19-86f9-6dcdbf09c933,1,1,41.56795669816601,-80.45173471801024,POINT (-80.45173471801024 41.56795669816601),2022-05-27 01:04:38 UTC,2022-05-27 01:04:50 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
c6a5bee8-cd33-4726-8ad6-f12b8743f024,b45745d8-50c3-4b19-86f9-6dcdbf09c933,b45745d8-50c3-4b19-86f9-6dcdbf09c933,1,1,41.56824013222155,-80.45156724758488,POINT (-80.45156724758488 41.56824013222155),2022-05-27 01:09:57 UTC,2022-05-27 01:10:04 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
41223a0b-d535-4e28-9296-013a8800c1c9,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568140534944966,-80.45170193268005,POINT (-80.45170193268005 41.568140534944966),2022-05-27 00:58:48 UTC,2022-05-27 00:58:54 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
d7d637ce-ef2a-4c12-bd68-fb61cb1aaa58,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56826268623014,-80.45169949994555,POINT (-80.45169949994555 41.56826268623014),2022-05-27 00:59:40 UTC,2022-05-27 00:59:49 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
e620a53d-34b9-49bd-9e3a-d5c8bf805951,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568167495914125,-80.45186208582146,POINT (-80.45186208582146 41.568167495914125),2022-05-27 01:02:12 UTC,2022-05-27 01:02:17 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
feb073e2-da3a-4bcb-8300-a5221c08eaa7,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56849718016065,-80.45153849629419,POINT (-80.45153849629419 41.56849718016065),2022-05-27 01:05:31 UTC,2022-05-27 01:05:40 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,2,
119e4a07-dce8-4d7d-b7e8-44f43288ff9e,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568262636265814,-80.45167701278534,POINT (-80.45167701278534 41.568262636265814),2022-05-27 01:06:20 UTC,2022-05-27 01:06:25 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
1aaead8e-02f6-4f62-9dba-4600ac7419ca,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56834859359803,-80.45162539211573,POINT (-80.45162539211573 41.56834859359803),2022-05-27 01:07:55 UTC,2022-05-27 01:08:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
245057f1-885e-4e40-8aff-944738d90808,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568239614393626,-80.45153250417307,POINT (-80.45153250417307 41.568239614393626),2022-05-27 01:10:01 UTC,2022-05-27 01:10:08 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
e1e8274f-cfa1-4e1c-a7a7-44d9f77f003d,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56818769299407,-80.45150242295803,POINT (-80.45150242295803 41.56818769299407),2022-05-27 01:11:23 UTC,2022-05-27 01:11:27 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
dfb0735d-20ba-4524-a80d-c3b601ca9332,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.568508170800165,-80.45165510707183,POINT (-80.45165510707183 41.568508170800165),2022-05-27 01:15:22 UTC,2022-05-27 01:15:29 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
cfdc24b1-c548-4419-8a0c-75061e0f3b14,ab650c75-134c-4da1-8c84-3a0546637835,ab650c75-134c-4da1-8c84-3a0546637835,1,1,41.56819843133672,-80.45150707329519,POINT (-80.45150707329519 41.56819843133672),2022-05-27 01:16:28 UTC,2022-05-27 01:17:01 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
a8c1dfca-9b2e-4e83-80bd-fd42543dab4b,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.5680787805857,-80.4516555928443,POINT (-80.4516555928443 41.5680787805857),2022-05-27 01:01:18 UTC,2022-05-27 01:01:30 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
e907b919-ac32-4437-8036-a338dc68d39f,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.56804993956385,-80.45164573349999,POINT (-80.45164573349999 41.56804993956385),2022-05-27 01:01:44 UTC,2022-05-27 01:01:53 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
85760f32-1af9-4d3a-b7c7-d7a3688e23a0,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.568021616006064,-80.45174251318019,POINT (-80.45174251318019 41.568021616006064),2022-05-27 01:04:56 UTC,2022-05-27 01:05:05 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
28b40476-bd0f-4616-8515-ff5c9b60295c,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.56821108892706,-80.45169222176116,POINT (-80.45169222176116 41.56821108892706),2022-05-27 01:05:46 UTC,2022-05-27 01:05:54 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
21be48de-97fa-4966-b516-d8df2e6a41e6,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.56823376197514,-80.45161502443295,POINT (-80.45161502443295 41.56823376197514),2022-05-27 01:06:46 UTC,2022-05-27 01:06:59 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
026536f8-24c1-4d43-acef-f7552f56af79,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.568264314012396,-80.45164058923763,POINT (-80.45164058923763 41.568264314012396),2022-05-27 01:09:21 UTC,2022-05-27 01:09:26 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
